Unnamed: 0,Region/Country/Area,Year,Series,Value,Latitude,Longitude
1630,Slovenia,2010,"Seats held by women in national parliament, as of February (%)",14.4,46,15
1631,Slovenia,2015,"Seats held by women in national parliament, as of February (%)",36.7,46,15
1632,Slovenia,2018,"Seats held by women in national parliament, as of February (%)",36.7,46,15
1633,Slovenia,2020,"Seats held by women in national parliament, as of February (%)",27.8,46,15
1634,Slovenia,2021,"Seats held by women in national parliament, as of February (%)",26.7,46,15
1635,Slovenia,2022,"Seats held by women in national parliament, as of February (%)",28.9,46,15
1636,Slovenia,2023,"Seats held by women in national parliament, as of February (%)",37.8,46,15
1637,Solomon Islands,2000,"Seats held by women in national parliament, as of February (%)",2,-8,159
1638,Solomon Islands,2005,"Seats held by women in national parliament, as of February (%)",0,-8,159
1639,Solomon Islands,2010,"Seats held by women in national parliament, as of February (%)",0,-8,159
1640,Solomon Islands,2015,"Seats held by women in national parliament, as of February (%)",2,-8,159
1641,Solomon Islands,2018,"Seats held by women in national parliament, as of February (%)",2,-8,159
1642,Solomon Islands,2020,"Seats held by women in national parliament, as of February (%)",6.1,-8,159
1643,Solomon Islands,2021,"Seats held by women in national parliament, as of February (%)",8,-8,159
1644,Solomon Islands,2022,"Seats held by women in national parliament, as of February (%)",8,-8,159
1645,Solomon Islands,2023,"Seats held by women in national parliament, as of February (%)",8,-8,159
1646,Somalia,2010,"Seats held by women in national parliament, as of February (%)",6.9,10,49
1647,Somalia,2015,"Seats held by women in national parliament, as of February (%)",13.8,10,49
1648,Somalia,2018,"Seats held by women in national parliament, as of February (%)",24.4,10,49
1649,Somalia,2020,"Seats held by women in national parliament, as of February (%)",24.4,10,49
1650,Somalia,2021,"Seats held by women in national parliament, as of February (%)",24.4,10,49
1651,Somalia,2022,"Seats held by women in national parliament, as of February (%)",24.4,10,49
1652,Somalia,2023,"Seats held by women in national parliament, as of February (%)",19.7,10,49
1653,South Africa,2000,"Seats held by women in national parliament, as of February (%)",30,-29,24
1654,South Africa,2005,"Seats held by women in national parliament, as of February (%)",32.8,-29,24
1655,South Africa,2010,"Seats held by women in national parliament, as of February (%)",44.5,-29,24
1656,South Africa,2015,"Seats held by women in national parliament, as of February (%)",41.5,-29,24
1657,South Africa,2018,"Seats held by women in national parliament, as of February (%)",42.4,-29,24
1658,South Africa,2020,"Seats held by women in national parliament, as of February (%)",46.4,-29,24
1659,South Africa,2021,"Seats held by women in national parliament, as of February (%)",45.8,-29,24
1660,South Africa,2022,"Seats held by women in national parliament, as of February (%)",46.7,-29,24
1661,South Africa,2023,"Seats held by women in national parliament, as of February (%)",46.3,-29,24
1662,South Sudan,2015,"Seats held by women in national parliament, as of February (%)",26.5,,
1663,South Sudan,2018,"Seats held by women in national parliament, as of February (%)",28.5,,
1664,South Sudan,2020,"Seats held by women in national parliament, as of February (%)",28.5,,
1665,South Sudan,2021,"Seats held by women in national parliament, as of February (%)",28.5,,
1666,South Sudan,2022,"Seats held by women in national parliament, as of February (%)",32.4,,
1667,South Sudan,2023,"Seats held by women in national parliament, as of February (%)",32.4,,
1668,Spain,2000,"Seats held by women in national parliament, as of February (%)",21.6,40,-4
1669,Spain,2005,"Seats held by women in national parliament, as of February (%)",36,40,-4
1670,Spain,2010,"Seats held by women in national parliament, as of February (%)",36.6,40,-4
1671,Spain,2015,"Seats held by women in national parliament, as of February (%)",41.1,40,-4
1672,Spain,2018,"Seats held by women in national parliament, as of February (%)",39.1,40,-4
1673,Spain,2020,"Seats held by women in national parliament, as of February (%)",44,40,-4
1674,Spain,2021,"Seats held by women in national parliament, as of February (%)",44,40,-4
1675,Spain,2022,"Seats held by women in national parliament, as of February (%)",43,40,-4
1676,Spain,2023,"Seats held by women in national parliament, as of February (%)",42.4,40,-4
1677,Sri Lanka,2000,"Seats held by women in national parliament, as of February (%)",4.9,7,81
1678,Sri Lanka,2005,"Seats held by women in national parliament, as of February (%)",4.9,7,81
1679,Sri Lanka,2010,"Seats held by women in national parliament, as of February (%)",5.8,7,81
1680,Sri Lanka,2015,"Seats held by women in national parliament, as of February (%)",5.8,7,81
1681,Sri Lanka,2018,"Seats held by women in national parliament, as of February (%)",5.8,7,81
1682,Sri Lanka,2020,"Seats held by women in national parliament, as of February (%)",5.3,7,81
1683,Sri Lanka,2021,"Seats held by women in national parliament, as of February (%)",5.4,7,81
1684,Sri Lanka,2022,"Seats held by women in national parliament, as of February (%)",5.3,7,81
1685,Sri Lanka,2023,"Seats held by women in national parliament, as of February (%)",5.3,7,81
1686,Sudan,2015,"Seats held by women in national parliament, as of February (%)",24.3,15,30
1687,Sudan,2018,"Seats held by women in national parliament, as of February (%)",30.5,15,30
1691,Suriname,2000,"Seats held by women in national parliament, as of February (%)",15.7,4,-56
1692,Suriname,2005,"Seats held by women in national parliament, as of February (%)",19.6,4,-56
1693,Suriname,2010,"Seats held by women in national parliament, as of February (%)",25.5,4,-56
1694,Suriname,2015,"Seats held by women in national parliament, as of February (%)",11.8,4,-56
1695,Suriname,2018,"Seats held by women in national parliament, as of February (%)",25.5,4,-56
1696,Suriname,2020,"Seats held by women in national parliament, as of February (%)",31.4,4,-56
1697,Suriname,2021,"Seats held by women in national parliament, as of February (%)",29.4,4,-56
1698,Suriname,2022,"Seats held by women in national parliament, as of February (%)",29.4,4,-56
1699,Suriname,2023,"Seats held by women in national parliament, as of February (%)",29.4,4,-56
1700,Sweden,2000,"Seats held by women in national parliament, as of February (%)",42.7,62,15
1701,Sweden,2005,"Seats held by women in national parliament, as of February (%)",45.3,62,15
1702,Sweden,2010,"Seats held by women in national parliament, as of February (%)",46.4,62,15
1703,Sweden,2015,"Seats held by women in national parliament, as of February (%)",43.6,62,15
1704,Sweden,2018,"Seats held by women in national parliament, as of February (%)",43.6,62,15
1705,Sweden,2020,"Seats held by women in national parliament, as of February (%)",47,62,15
1706,Sweden,2021,"Seats held by women in national parliament, as of February (%)",47,62,15
1707,Sweden,2022,"Seats held by women in national parliament, as of February (%)",46.1,62,15
1708,Sweden,2023,"Seats held by women in national parliament, as of February (%)",46.4,62,15
1709,Switzerland,2000,"Seats held by women in national parliament, as of February (%)",22.5,47,8
1710,Switzerland,2005,"Seats held by women in national parliament, as of February (%)",25,47,8
1711,Switzerland,2010,"Seats held by women in national parliament, as of February (%)",29,47,8
1712,Switzerland,2015,"Seats held by women in national parliament, as of February (%)",30.5,47,8
1713,Switzerland,2018,"Seats held by women in national parliament, as of February (%)",32.5,47,8
1714,Switzerland,2020,"Seats held by women in national parliament, as of February (%)",41.5,47,8
1715,Switzerland,2021,"Seats held by women in national parliament, as of February (%)",42,47,8
1716,Switzerland,2022,"Seats held by women in national parliament, as of February (%)",42.5,47,8
1717,Switzerland,2023,"Seats held by women in national parliament, as of February (%)",41.7,47,8
1718,Syrian Arab Republic,2000,"Seats held by women in national parliament, as of February (%)",10.4,35,38
1719,Syrian Arab Republic,2005,"Seats held by women in national parliament, as of February (%)",12,35,38
1720,Syrian Arab Republic,2010,"Seats held by women in national parliament, as of February (%)",12.4,35,38
1721,Syrian Arab Republic,2015,"Seats held by women in national parliament, as of February (%)",12.4,35,38
1722,Syrian Arab Republic,2018,"Seats held by women in national parliament, as of February (%)",13.2,35,38
1723,Syrian Arab Republic,2020,"Seats held by women in national parliament, as of February (%)",12.4,35,38
1724,Syrian Arab Republic,2021,"Seats held by women in national parliament, as of February (%)",11.2,35,38
1725,Syrian Arab Republic,2022,"Seats held by women in national parliament, as of February (%)",11.2,35,38
1726,Syrian Arab Republic,2023,"Seats held by women in national parliament, as of February (%)",10.8,35,38
1727,Tajikistan,2000,"Seats held by women in national parliament, as of February (%)",2.8,39,71
1728,Tajikistan,2005,"Seats held by women in national parliament, as of February (%)",12.7,39,71
1729,Tajikistan,2010,"Seats held by women in national parliament, as of February (%)",17.5,39,71
1730,Tajikistan,2015,"Seats held by women in national parliament, as of February (%)",16.9,39,71
1731,Tajikistan,2018,"Seats held by women in national parliament, as of February (%)",19,39,71
1732,Tajikistan,2020,"Seats held by women in national parliament, as of February (%)",19.1,39,71
1733,Tajikistan,2021,"Seats held by women in national parliament, as of February (%)",23.8,39,71
1734,Tajikistan,2022,"Seats held by women in national parliament, as of February (%)",27,39,71
1735,Tajikistan,2023,"Seats held by women in national parliament, as of February (%)",27,39,71
1736,Thailand,2000,"Seats held by women in national parliament, as of February (%)",5.6,15,100
1737,Thailand,2005,"Seats held by women in national parliament, as of February (%)",8.8,15,100
1738,Thailand,2010,"Seats held by women in national parliament, as of February (%)",13.3,15,100
1739,Thailand,2015,"Seats held by women in national parliament, as of February (%)",6.1,15,100
1740,Thailand,2018,"Seats held by women in national parliament, as of February (%)",4.8,15,100
1741,Thailand,2020,"Seats held by women in national parliament, as of February (%)",16.2,15,100
1742,Thailand,2021,"Seats held by women in national parliament, as of February (%)",15.8,15,100
1743,Thailand,2022,"Seats held by women in national parliament, as of February (%)",15.8,15,100
1744,Thailand,2023,"Seats held by women in national parliament, as of February (%)",16.6,15,100
1745,Timor-Leste,2005,"Seats held by women in national parliament, as of February (%)",25.3,,
1746,Timor-Leste,2010,"Seats held by women in national parliament, as of February (%)",29.2,,
1747,Timor-Leste,2015,"Seats held by women in national parliament, as of February (%)",38.5,,
1748,Timor-Leste,2018,"Seats held by women in national parliament, as of February (%)",32.3,,
1749,Timor-Leste,2020,"Seats held by women in national parliament, as of February (%)",38.5,,
1750,Timor-Leste,2021,"Seats held by women in national parliament, as of February (%)",38.5,,
1751,Timor-Leste,2022,"Seats held by women in national parliament, as of February (%)",40,,
1752,Timor-Leste,2023,"Seats held by women in national parliament, as of February (%)",40,,
1753,Togo,2000,"Seats held by women in national parliament, as of February (%)",4.9,8,1.17
1754,Togo,2005,"Seats held by women in national parliament, as of February (%)",6.2,8,1.17
1755,Togo,2010,"Seats held by women in national parliament, as of February (%)",11.1,8,1.17
1756,Togo,2015,"Seats held by women in national parliament, as of February (%)",17.6,8,1.17
1757,Togo,2018,"Seats held by women in national parliament, as of February (%)",17.6,8,1.17
1758,Togo,2020,"Seats held by women in national parliament, as of February (%)",18.7,8,1.17
1759,Togo,2021,"Seats held by women in national parliament, as of February (%)",18.7,8,1.17
1760,Togo,2022,"Seats held by women in national parliament, as of February (%)",18.7,8,1.17
1761,Togo,2023,"Seats held by women in national parliament, as of February (%)",19.8,8,1.17
1762,Tonga,2000,"Seats held by women in national parliament, as of February (%)",0,-20,-175
1763,Tonga,2005,"Seats held by women in national parliament, as of February (%)",0,-20,-175
1764,Tonga,2010,"Seats held by women in national parliament, as of February (%)",3.1,-20,-175
1765,Tonga,2015,"Seats held by women in national parliament, as of February (%)",0,-20,-175
1766,Tonga,2018,"Seats held by women in national parliament, as of February (%)",7.4,-20,-175
1767,Tonga,2020,"Seats held by women in national parliament, as of February (%)",7.4,-20,-175
1768,Tonga,2021,"Seats held by women in national parliament, as of February (%)",7.4,-20,-175
1769,Tonga,2022,"Seats held by women in national parliament, as of February (%)",3.7,-20,-175
1770,Tonga,2023,"Seats held by women in national parliament, as of February (%)",7.1,-20,-175
1771,Trinidad and Tobago,2000,"Seats held by women in national parliament, as of February (%)",11.1,11,-61
1772,Trinidad and Tobago,2005,"Seats held by women in national parliament, as of February (%)",19.4,11,-61
1773,Trinidad and Tobago,2010,"Seats held by women in national parliament, as of February (%)",26.8,11,-61
1774,Trinidad and Tobago,2015,"Seats held by women in national parliament, as of February (%)",28.6,11,-61
1775,Trinidad and Tobago,2018,"Seats held by women in national parliament, as of February (%)",31,11,-61
1776,Trinidad and Tobago,2020,"Seats held by women in national parliament, as of February (%)",31,11,-61
1777,Trinidad and Tobago,2021,"Seats held by women in national parliament, as of February (%)",26.2,11,-61
1778,Trinidad and Tobago,2022,"Seats held by women in national parliament, as of February (%)",26.2,11,-61
1779,Trinidad and Tobago,2023,"Seats held by women in national parliament, as of February (%)",28.6,11,-61
1780,Tunisia,2000,"Seats held by women in national parliament, as of February (%)",11.5,34,9
1781,Tunisia,2005,"Seats held by women in national parliament, as of February (%)",22.8,34,9
1782,Tunisia,2010,"Seats held by women in national parliament, as of February (%)",27.6,34,9
1783,Tunisia,2015,"Seats held by women in national parliament, as of February (%)",31.3,34,9
1784,Tunisia,2018,"Seats held by women in national parliament, as of February (%)",31.3,34,9
1785,Tunisia,2020,"Seats held by women in national parliament, as of February (%)",24.9,34,9
1786,Tunisia,2021,"Seats held by women in national parliament, as of February (%)",26.3,34,9
1787,Tunisia,2022,"Seats held by women in national parliament, as of February (%)",26.3,34,9
1788,Turkey,2000,"Seats held by women in national parliament, as of February (%)",4.2,39,35
1789,Turkey,2005,"Seats held by women in national parliament, as of February (%)",4.4,39,35
1790,Turkey,2010,"Seats held by women in national parliament, as of February (%)",9.1,39,35
1791,Turkey,2015,"Seats held by women in national parliament, as of February (%)",14.4,39,35
1792,Turkey,2018,"Seats held by women in national parliament, as of February (%)",14.6,39,35
1793,Turkey,2020,"Seats held by women in national parliament, as of February (%)",17.3,39,35
1794,Turkey,2021,"Seats held by women in national parliament, as of February (%)",17.3,39,35
1795,Turkey,2022,"Seats held by women in national parliament, as of February (%)",17.4,39,35
1796,Turkey,2023,"Seats held by women in national parliament, as of February (%)",17.4,39,35
1797,Turkmenistan,2000,"Seats held by women in national parliament, as of February (%)",26,40,60
1798,Turkmenistan,2010,"Seats held by women in national parliament, as of February (%)",16.8,40,60
1799,Turkmenistan,2015,"Seats held by women in national parliament, as of February (%)",25.8,40,60
1800,Turkmenistan,2018,"Seats held by women in national parliament, as of February (%)",25.8,40,60
1801,Turkmenistan,2020,"Seats held by women in national parliament, as of February (%)",25,40,60
1802,Turkmenistan,2021,"Seats held by women in national parliament, as of February (%)",25,40,60
1803,Turkmenistan,2022,"Seats held by women in national parliament, as of February (%)",25.9,40,60
1804,Turkmenistan,2023,"Seats held by women in national parliament, as of February (%)",25.9,40,60
1805,Tuvalu,2000,"Seats held by women in national parliament, as of February (%)",0,-8,178
1806,Tuvalu,2005,"Seats held by women in national parliament, as of February (%)",0,-8,178
1807,Tuvalu,2010,"Seats held by women in national parliament, as of February (%)",0,-8,178
1808,Tuvalu,2015,"Seats held by women in national parliament, as of February (%)",6.7,-8,178
1809,Tuvalu,2018,"Seats held by women in national parliament, as of February (%)",6.7,-8,178
1810,Tuvalu,2020,"Seats held by women in national parliament, as of February (%)",6.3,-8,178
1811,Tuvalu,2021,"Seats held by women in national parliament, as of February (%)",6.3,-8,178
1812,Tuvalu,2022,"Seats held by women in national parliament, as of February (%)",6.3,-8,178
1813,Tuvalu,2023,"Seats held by women in national parliament, as of February (%)",6.3,-8,178
1814,Uganda,2000,"Seats held by women in national parliament, as of February (%)",17.9,1,32
1815,Uganda,2005,"Seats held by women in national parliament, as of February (%)",23.9,1,32
1816,Uganda,2010,"Seats held by women in national parliament, as of February (%)",31.5,1,32
1817,Uganda,2015,"Seats held by women in national parliament, as of February (%)",35,1,32
1818,Uganda,2018,"Seats held by women in national parliament, as of February (%)",34.3,1,32
1819,Uganda,2020,"Seats held by women in national parliament, as of February (%)",34.9,1,32
1820,Uganda,2021,"Seats held by women in national parliament, as of February (%)",34.9,1,32
1821,Uganda,2022,"Seats held by women in national parliament, as of February (%)",33.8,1,32
1822,Uganda,2023,"Seats held by women in national parliament, as of February (%)",33.8,1,32
1823,Ukraine,2000,"Seats held by women in national parliament, as of February (%)",7.8,49,32
1824,Ukraine,2005,"Seats held by women in national parliament, as of February (%)",5.3,49,32
1825,Ukraine,2010,"Seats held by women in national parliament, as of February (%)",8,49,32
1826,Ukraine,2015,"Seats held by women in national parliament, as of February (%)",11.8,49,32
1827,Ukraine,2018,"Seats held by women in national parliament, as of February (%)",12.3,49,32
1828,Ukraine,2020,"Seats held by women in national parliament, as of February (%)",20.8,49,32
1829,Ukraine,2021,"Seats held by women in national parliament, as of February (%)",20.8,49,32
1830,Ukraine,2022,"Seats held by women in national parliament, as of February (%)",20.3,49,32
1831,Ukraine,2023,"Seats held by women in national parliament, as of February (%)",20.4,49,32
1832,United Arab Emirates,2000,"Seats held by women in national parliament, as of February (%)",0,24,54
1833,United Arab Emirates,2005,"Seats held by women in national parliament, as of February (%)",0,24,54
1834,United Arab Emirates,2010,"Seats held by women in national parliament, as of February (%)",22.5,24,54
1835,United Arab Emirates,2015,"Seats held by women in national parliament, as of February (%)",17.5,24,54
1836,United Arab Emirates,2018,"Seats held by women in national parliament, as of February (%)",22.5,24,54
1837,United Arab Emirates,2020,"Seats held by women in national parliament, as of February (%)",50,24,54
1838,United Arab Emirates,2021,"Seats held by women in national parliament, as of February (%)",50,24,54
1839,United Arab Emirates,2022,"Seats held by women in national parliament, as of February (%)",50,24,54
1840,United Arab Emirates,2023,"Seats held by women in national parliament, as of February (%)",50,24,54
1841,United Kingdom,2000,"Seats held by women in national parliament, as of February (%)",18.4,54,-2
1842,United Kingdom,2005,"Seats held by women in national parliament, as of February (%)",18.1,54,-2
1843,United Kingdom,2010,"Seats held by women in national parliament, as of February (%)",19.5,54,-2
1844,United Kingdom,2015,"Seats held by women in national parliament, as of February (%)",22.8,54,-2
1845,United Kingdom,2018,"Seats held by women in national parliament, as of February (%)",32,54,-2
1846,United Kingdom,2020,"Seats held by women in national parliament, as of February (%)",33.9,54,-2
1847,United Kingdom,2021,"Seats held by women in national parliament, as of February (%)",33.9,54,-2
1848,United Kingdom,2022,"Seats held by women in national parliament, as of February (%)",34.4,54,-2
1849,United Kingdom,2023,"Seats held by women in national parliament, as of February (%)",34.5,54,-2
1850,Tanzania,2000,"Seats held by women in national parliament, as of February (%)",22.2,,
1851,Tanzania,2005,"Seats held by women in national parliament, as of February (%)",21.4,,
1852,Tanzania,2010,"Seats held by women in national parliament, as of February (%)",30.7,,
1853,Tanzania,2015,"Seats held by women in national parliament, as of February (%)",36,,
1854,Tanzania,2018,"Seats held by women in national parliament, as of February (%)",37.2,,
1855,Tanzania,2020,"Seats held by women in national parliament, as of February (%)",36.9,,
1856,Tanzania,2021,"Seats held by women in national parliament, as of February (%)",36.7,,
1857,Tanzania,2022,"Seats held by women in national parliament, as of February (%)",36.9,,
1858,Tanzania,2023,"Seats held by women in national parliament, as of February (%)",37.4,,
1859,United States of America,2000,"Seats held by women in national parliament, as of February (%)",13.3,,
1860,United States of America,2005,"Seats held by women in national parliament, as of February (%)",14.9,,
1861,United States of America,2010,"Seats held by women in national parliament, as of February (%)",16.8,,
1862,United States of America,2015,"Seats held by women in national parliament, as of February (%)",19.4,,
1863,United States of America,2018,"Seats held by women in national parliament, as of February (%)",19.5,,
1864,United States of America,2020,"Seats held by women in national parliament, as of February (%)",23.4,,
1865,United States of America,2021,"Seats held by women in national parliament, as of February (%)",27.3,,
1866,United States of America,2022,"Seats held by women in national parliament, as of February (%)",27.7,,
1867,United States of America,2023,"Seats held by women in national parliament, as of February (%)",29.4,,
1868,Uruguay,2000,"Seats held by women in national parliament, as of February (%)",12.1,-33,-56
1869,Uruguay,2005,"Seats held by women in national parliament, as of February (%)",12.1,-33,-56
1870,Uruguay,2010,"Seats held by women in national parliament, as of February (%)",14.1,-33,-56
1871,Uruguay,2015,"Seats held by women in national parliament, as of February (%)",13.1,-33,-56
1872,Uruguay,2018,"Seats held by women in national parliament, as of February (%)",20.2,-33,-56
1873,Uruguay,2020,"Seats held by women in national parliament, as of February (%)",21.2,-33,-56
1874,Uruguay,2021,"Seats held by women in national parliament, as of February (%)",24.2,-33,-56
1875,Uruguay,2022,"Seats held by women in national parliament, as of February (%)",25.3,-33,-56
1876,Uruguay,2023,"Seats held by women in national parliament, as of February (%)",26.3,-33,-56
1877,Uzbekistan,2000,"Seats held by women in national parliament, as of February (%)",6.8,41,64
1878,Uzbekistan,2005,"Seats held by women in national parliament, as of February (%)",17.5,41,64
1879,Uzbekistan,2010,"Seats held by women in national parliament, as of February (%)",22,41,64
1880,Uzbekistan,2015,"Seats held by women in national parliament, as of February (%)",16,41,64
1881,Uzbekistan,2018,"Seats held by women in national parliament, as of February (%)",16,41,64
1882,Uzbekistan,2020,"Seats held by women in national parliament, as of February (%)",32,41,64
1883,Uzbekistan,2021,"Seats held by women in national parliament, as of February (%)",32.7,41,64
1884,Uzbekistan,2022,"Seats held by women in national parliament, as of February (%)",33.3,41,64
1885,Uzbekistan,2023,"Seats held by women in national parliament, as of February (%)",33.6,41,64
1886,Vanuatu,2000,"Seats held by women in national parliament, as of February (%)",0,-16,167
1887,Vanuatu,2005,"Seats held by women in national parliament, as of February (%)",3.8,-16,167
1888,Vanuatu,2010,"Seats held by women in national parliament, as of February (%)",3.8,-16,167
1889,Vanuatu,2015,"Seats held by women in national parliament, as of February (%)",0,-16,167
1890,Vanuatu,2018,"Seats held by women in national parliament, as of February (%)",0,-16,167
1891,Vanuatu,2020,"Seats held by women in national parliament, as of February (%)",0,-16,167
1892,Vanuatu,2021,"Seats held by women in national parliament, as of February (%)",0,-16,167
1893,Vanuatu,2022,"Seats held by women in national parliament, as of February (%)",0,-16,167
1894,Vanuatu,2023,"Seats held by women in national parliament, as of February (%)",1.9,-16,167
1895,Venezuela,2000,"Seats held by women in national parliament, as of February (%)",12.1,8,-66
1896,Venezuela,2005,"Seats held by women in national parliament, as of February (%)",9.7,8,-66
1897,Venezuela,2010,"Seats held by women in national parliament, as of February (%)",17.5,8,-66
1898,Venezuela,2015,"Seats held by women in national parliament, as of February (%)",17,8,-66
1899,Venezuela,2018,"Seats held by women in national parliament, as of February (%)",22.2,8,-66
1900,Venezuela,2020,"Seats held by women in national parliament, as of February (%)",22.2,8,-66
1901,Venezuela,2021,"Seats held by women in national parliament, as of February (%)",22.2,8,-66
1902,Viet Nam,2000,"Seats held by women in national parliament, as of February (%)",26,,
1903,Viet Nam,2005,"Seats held by women in national parliament, as of February (%)",27.3,,
1904,Viet Nam,2010,"Seats held by women in national parliament, as of February (%)",25.8,,
1905,Viet Nam,2015,"Seats held by women in national parliament, as of February (%)",24.3,,
1906,Viet Nam,2018,"Seats held by women in national parliament, as of February (%)",26.7,,
1907,Viet Nam,2020,"Seats held by women in national parliament, as of February (%)",26.7,,
1908,Viet Nam,2021,"Seats held by women in national parliament, as of February (%)",26.7,,
1909,Viet Nam,2022,"Seats held by women in national parliament, as of February (%)",30.3,,
1910,Viet Nam,2023,"Seats held by women in national parliament, as of February (%)",30.3,,
1911,Yemen,2000,"Seats held by women in national parliament, as of February (%)",0.7,15,48
1912,Yemen,2005,"Seats held by women in national parliament, as of February (%)",0.3,15,48
1913,Yemen,2010,"Seats held by women in national parliament, as of February (%)",0.3,15,48
1914,Yemen,2015,"Seats held by women in national parliament, as of February (%)",0.3,15,48
1915,Yemen,2018,"Seats held by women in national parliament, as of February (%)",0,15,48
1916,Yemen,2020,"Seats held by women in national parliament, as of February (%)",0.3,15,48
1917,Yemen,2021,"Seats held by women in national parliament, as of February (%)",0.3,15,48
1918,Yemen,2022,"Seats held by women in national parliament, as of February (%)",0,15,48
1919,Yemen,2023,"Seats held by women in national parliament, as of February (%)",0,15,48
1920,Zambia,2000,"Seats held by women in national parliament, as of February (%)",10.1,-15,30
1921,Zambia,2005,"Seats held by women in national parliament, as of February (%)",12,-15,30
1922,Zambia,2010,"Seats held by women in national parliament, as of February (%)",14,-15,30
1923,Zambia,2015,"Seats held by women in national parliament, as of February (%)",12.7,-15,30
1924,Zambia,2018,"Seats held by women in national parliament, as of February (%)",18,-15,30
1925,Zambia,2020,"Seats held by women in national parliament, as of February (%)",16.8,-15,30
1926,Zambia,2021,"Seats held by women in national parliament, as of February (%)",16.8,-15,30
1927,Zambia,2022,"Seats held by women in national parliament, as of February (%)",15.1,-15,30
1928,Zambia,2023,"Seats held by women in national parliament, as of February (%)",15,-15,30
1929,Zimbabwe,2000,"Seats held by women in national parliament, as of February (%)",14,-20,30
1930,Zimbabwe,2005,"Seats held by women in national parliament, as of February (%)",10,-20,30
1931,Zimbabwe,2010,"Seats held by women in national parliament, as of February (%)",15,-20,30
1932,Zimbabwe,2015,"Seats held by women in national parliament, as of February (%)",31.5,-20,30
1933,Zimbabwe,2018,"Seats held by women in national parliament, as of February (%)",33.2,-20,30
1934,Zimbabwe,2020,"Seats held by women in national parliament, as of February (%)",31.9,-20,30
1935,Zimbabwe,2021,"Seats held by women in national parliament, as of February (%)",31.9,-20,30
1936,Zimbabwe,2022,"Seats held by women in national parliament, as of February (%)",30.6,-20,30
1937,Zimbabwe,2023,"Seats held by women in national parliament, as of February (%)",30.6,-20,30
